year,filterOrgCategory,filterRegion,filterAffiliation,filterIOType,nameEN,nameFR,addressOSM,addressInfoboxDisplay,locationBuilding,city,country,representativeName,representativeGender,event,note1,note2,source1,source2,photos
1960,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1961,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1962,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1963,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1964,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1965,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1966,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1967,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1968,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1969,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1970,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1971,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1972,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1973,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1974,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1975,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1976,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1977,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1978,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1979,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1980,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1981,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1982,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1983,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1984,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1985,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1986,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1987,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1988,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1989,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1990,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1991,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1992,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1993,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1994,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,IGYB1994,,
1995,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1996,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1997,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1998,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1999,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2000,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2001,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2002,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2003,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2004,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2005,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2006,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2007,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2008,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2009,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2010,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2011,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2012,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2013,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2014,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2015,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2016,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2017,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
